Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-7596,-4244,-14936,-36,-75,-216
-7456,-4120,-15124,268,-17,-333
-7400,-4232,-14948,461,-148,-386
-7476,-4216,-14908,424,-164,-410
-7344,-4292,-14976,441,-147,-349
-7536,-4364,-15108,37,-57,-35
-7396,-4460,-14980,-215,15,82
-7444,-4368,-15180,-316,-40,105
-7432,-4300,-15088,-267,-6,13
-7616,-4408,-15140,30,167,-145
-7496,-4380,-15068,25,145,-189
-7388,-4476,-15088,-87,104,-170
-7532,-4368,-15116,-317,81,-63
-7492,-4320,-15132,-327,87,31
-7588,-4428,-15196,-454,142,55
-7512,-4380,-15064,-450,174,-11
-7428,-4364,-15072,-365,206,-3
-7296,-4336,-14928,-33,115,-149
-7232,-4364,-14776,54,-7,-245
-7284,-4292,-14712,-17,-43,-178
-7196,-4320,-14868,-137,-159,-80
-7472,-4304,-15008,-252,-299,51
-7488,-4336,-14916,-330,-302,60
-7444,-4324,-15000,-224,-269,26
-7488,-4384,-15004,-136,-252,-111
-7432,-4420,-14980,17,-322,-275
-7504,-4320,-14984,-21,-371,-346
-7532,-4260,-15056,30,-367,-314
-7532,-4316,-15064,-20,-310,-342
-7476,-4220,-15136,-183,-350,-204
-7528,-4268,-15076,-153,-302,-231
-7600,-4348,-15124,-145,-265,-219
-7540,-4396,-15032,-169,-193,-180
-7536,-4516,-14952,-244,-103,-121
-7508,-4564,-15072,-279,-152,-149
-7592,-4568,-14996,-355,-271,-102
-7832,-4800,-15072,-430,-327,-18
-8140,-5620,-15376,-607,-77,40
-8196,-6328,-15268,-401,44,66
-8572,-7676,-15200,-166,-105,249
-9228,-9624,-15484,-493,-576,842
-10520,-13772,-15944,-1543,-804,673
-10804,-15716,-16652,-2165,-1843,-1111
-11732,-17276,-17524,-3793,-2770,-3431
-13436,-16084,-17164,-7920,602,-7452
-12636,-14392,-16044,-8284,2886,-9054
-11696,-13480,-14916,-8231,3796,-10199
-10024,-11968,-12860,-8807,4003,-12843
-9120,-10792,-12288,-9405,3550,-14113
-8464,-9376,-11864,-9619,2804,-15024
-7932,-7636,-10808,-9205,1910,-16284
-7716,-7392,-10352,-9155,1687,-16923
-7776,-7336,-10096,-9800,1050,-17420
-7788,-6924,-10140,-10857,286,-18211
-8128,-4868,-10796,-12961,-1754,-19422
-8424,-3452,-11092,-13593,-2374,-19630
-8428,-1968,-11384,-13333,-2570,-19862
-8288,-652,-11892,-11156,-2563,-20193
-8304,-548,-12228,-10958,-2764,-20214
-8344,104,-12332,-11331,-3139,-20226
-8908,1524,-12432,-11617,-3850,-19147
-9000,2052,-12616,-11486,-4055,-18514
-8968,2368,-12764,-10969,-4435,-18037
-9076,2228,-13492,-9287,-4493,-18047
-9016,2344,-13620,-9071,-4487,-18045
-8936,2724,-14024,-9116,-4680,-17579
-8884,3396,-14404,-8873,-4875,-16299
-8884,3448,-14448,-8152,-4594,-15838
-8740,3164,-14596,-7602,-4195,-15470
-8380,3088,-14596,-7352,-4122,-15217
-7948,3752,-14844,-7369,-5034,-14424
-8220,3708,-15340,-7270,-5560,-13821
-8600,3608,-15796,-7445,-5341,-13151
-8628,4364,-16452,-6621,-4383,-11528
-8572,4624,-16512,-5711,-3628,-10397
-8324,4772,-16380,-4400,-2994,-9177
-7976,4176,-16540,-3152,-2557,-8250
-7644,2664,-16564,-2546,-2822,-6841
-7692,2232,-16696,-2669,-2737,-6288
-7676,2164,-16704,-2443,-2379,-5981
-7624,2320,-16800,-1751,-2216,-5435
-7736,2724,-17076,-1955,-2291,-4898
-7880,3428,-17188,-1970,-2306,-3920
-8184,3888,-17556,-1341,-2191,-3030
-8576,3236,-17764,322,-646,-986
-8572,2508,-17524,784,30,-16
-8512,1388,-17112,1210,368,754
-8352,416,-16872,1492,542,1250
-8356,-1852,-16260,1672,997,1520
-8192,-2672,-15964,1220,1348,1529
-7884,-2868,-15660,934,1551,1211
-7612,-2976,-15444,992,1484,832
-7320,-3360,-15104,1135,1242,474
-7192,-3648,-15004,685,1067,504
-7144,-3592,-15148,53,824,326
-7160,-3244,-15212,-276,782,186
