Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-5652,-5536,-15556,-95,-420,-68
-5796,-5440,-15532,-60,-306,-108
-5740,-5460,-15616,-20,-87,-127
-5764,-5436,-15576,73,160,-93
-5656,-5372,-15412,108,258,-142
-5528,-5312,-15392,103,188,-72
-5476,-5400,-15316,59,22,-104
-5596,-5444,-15352,-39,-111,25
-5652,-5440,-15360,-89,-88,70
-5664,-5380,-15388,-121,-115,114
-5628,-5412,-15372,-30,-147,55
-5672,-5508,-15468,148,-227,-103
-5732,-5568,-15564,85,-126,-57
-5608,-5520,-15444,35,-69,18
-5664,-5484,-15368,46,-189,-92
-5768,-5308,-15448,199,-159,-123
-5668,-5316,-15284,162,-155,-59
-5616,-5344,-15252,180,-235,-14
-5684,-5396,-15356,268,-306,-84
-5616,-5456,-15208,321,-346,-112
-5640,-5624,-15300,348,-489,-92
-5964,-5852,-15328,432,-711,-96
-6380,-6360,-15512,353,-686,-31
-7112,-7964,-15672,144,-561,-322
-7836,-9300,-15764,282,-429,-636
-8216,-10792,-15600,-286,674,-1329
-7748,-11664,-15652,-1322,1453,-2350
-6900,-11364,-15036,-2602,-94,-3754
-7152,-11572,-15152,-2899,-1135,-4260
-7532,-11968,-15380,-3356,-1043,-5062
-7048,-11672,-15240,-4659,21,-6672
-6584,-11584,-14824,-5609,-8,-7227
-6356,-11236,-14492,-6508,-275,-7624
-6068,-10960,-13972,-7042,-889,-7945
-6440,-11468,-13728,-8039,-2308,-9275
-6652,-11328,-13724,-9151,-2585,-10171
-6656,-10668,-13464,-10295,-2745,-10948
-7412,-8616,-13872,-12012,-3142,-11334
-7764,-7212,-14124,-11754,-2592,-11429
-7848,-6608,-13920,-10409,-2170,-11675
-7772,-6740,-12684,-6321,-1633,-13572
-7600,-7884,-11728,-5386,-1430,-14398
-7172,-9020,-11328,-6054,-1660,-15144
-7432,-8820,-11464,-10613,-3990,-16447
-7860,-7684,-11732,-13051,-4595,-16768
-8180,-6024,-12372,-14721,-5053,-17073
-8980,-3224,-12876,-14555,-5065,-18327
-9068,-2312,-13300,-13604,-4668,-19255
-8928,-1212,-13568,-12863,-4212,-20189
-8488,1304,-13740,-12142,-3894,-20216
-8224,2252,-13916,-12243,-3678,-19536
-7816,3056,-13972,-12193,-3501,-18858
-7296,4828,-14372,-11456,-4565,-18062
-7240,5780,-14732,-10629,-4569,-17784
-7020,6956,-15180,-9397,-4860,-17192
-7276,7784,-16132,-6981,-4297,-14893
-7116,7772,-16484,-6029,-3370,-13021
-6708,7344,-16608,-5498,-2939,-11435
-6188,6924,-16476,-4986,-2724,-10296
-5748,6276,-16552,-3542,-3162,-8172
-5712,5804,-16768,-2659,-3395,-7308
-5844,5228,-16948,-1905,-3803,-6155
-6488,3568,-17792,-1369,-3637,-4077
-6728,2836,-18216,-1598,-3305,-3106
-6948,2148,-18328,-1507,-2882,-2610
-7104,1700,-18336,-1255,-2266,-2344
-6924,1332,-18124,-331,-988,-2062
-6580,1152,-17960,168,-591,-2026
-6416,980,-17596,768,-500,-1825
-6396,400,-17404,926,-314,-1485
-6320,-112,-17152,31,163,-725
-6268,-56,-16764,-185,456,-461
-6008,80,-16464,-28,723,-414
-5776,56,-16208,292,621,-447
-5712,-140,-15820,1379,105,-345
-5804,-576,-15688,1607,23,-165
