Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-4172,1736,-16984,-33,-79,30
-4264,1688,-16752,9,0,54
-4052,1784,-16852,152,78,110
-4056,1752,-16764,159,-31,146
-4268,1708,-16660,173,-45,145
-4140,1672,-16672,169,36,156
-4080,1708,-16684,180,11,174
-4148,1772,-16708,150,-88,203
-4140,1708,-16668,217,-53,244
-4152,1596,-16576,253,6,187
-3936,1532,-16580,211,-93,215
-4092,1756,-16584,162,-50,167
-4124,1676,-16528,284,77,123
-3972,1680,-16584,273,-2,118
-4068,1688,-16608,206,132,198
-3912,1824,-16520,435,89,164
-4048,1560,-16400,375,-91,246
-4028,1432,-16348,263,-98,231
-4032,1380,-16488,190,-179,165
-4124,1396,-16532,383,-519,133
-4244,1380,-16716,249,-474,123
-4320,1364,-16888,55,-305,121
-4332,1620,-16884,190,-140,-5
-4268,1568,-16828,284,25,-1
-4244,1536,-16656,154,54,6
-4152,1724,-16784,77,-97,-33
-4172,1952,-16728,90,-195,28
-4240,2024,-16864,-62,-139,250
-4372,2708,-17104,-328,-129,693
-4492,3036,-17356,-372,-109,1153
-4680,3396,-17428,-621,59,1811
-4700,3856,-17640,-939,160,2558
-5044,5780,-18152,-926,-205,4279
-5392,6628,-18320,-1081,69,5791
-5280,8140,-18352,-1100,316,7325
-5208,9512,-18236,-541,87,9113
-5624,11288,-18300,543,-331,12941
-6076,11928,-18392,1058,-1105,14497
-6960,12008,-18800,1893,-1821,15606
-7616,11920,-19248,2939,-1731,16137
-8880,11996,-19164,4231,1691,18510
-8884,11464,-18632,3768,3727,20907
-8744,10904,-17776,2959,4861,23411
-8580,10308,-17132,2368,5501,25771
-8780,8888,-16576,1303,5855,29595
-9200,7656,-16848,1992,5180,29939
-9496,6436,-17100,3070,4757,29230
-9796,4836,-17312,4535,5216,27974
-9764,4244,-17116,5056,5869,28305
-9504,3040,-16800,4941,6641,28969
-8984,2232,-16776,3917,7026,29668
-7904,1420,-16136,1670,6462,30263
-7452,1208,-15908,1865,5706,29682
-7344,456,-16260,3038,4830,28144
-7232,-428,-16584,3987,4835,26271
-6352,-1336,-15852,4622,5550,24360
-5840,-1000,-16040,3840,6060,24267
-5268,-912,-15680,5093,5979,23913
-4588,-1960,-15468,5302,6400,23108
-2828,-2676,-14568,4840,6342,21855
-3084,-2544,-16356,5621,6305,20417
-1148,-3820,-12724,5191,5282,20050
-956,-3800,-13940,4527,4855,19524
32,-4148,-13952,4121,3783,17794
392,-4088,-14320,3604,2875,16928
524,-4056,-14428,3299,2274,15913
396,-3828,-14972,3241,2218,14982
884,-4280,-14644,2267,2354,14204
1268,-4592,-14852,2465,1799,13427
1372,-4872,-14828,2099,1303,12575
1532,-5044,-14752,2014,905,11761
1732,-4960,-15136,1614,-4,10414
1668,-5108,-15492,1478,-349,9629
1704,-5252,-15720,1240,-367,8811
1644,-5256,-16016,940,-315,7865
1728,-4780,-16228,1020,-105,6560
1620,-4780,-16232,1346,397,6049
1784,-5076,-16056,1467,1036,5690
2108,-5200,-15896,1138,1469,5031
2328,-4660,-16168,845,1798,3708
2428,-4264,-16216,829,1900,3315
2696,-4376,-16164,452,1703,3111
2884,-3884,-16276,-150,1052,2669
2756,-3092,-16632,528,-152,1822
2748,-2720,-17052,956,-471,1450
2832,-2252,-17120,1587,-891,988
2484,-2208,-17428,2012,-1287,1018
2096,-2256,-17780,2283,-809,1433
2040,-2428,-17800,2356,-371,1445
2228,-2448,-17744,2351,-272,1301
2140,-2456,-17700,2374,-282,1182
1912,-2716,-17508,2588,595,1074
2136,-3008,-17300,2664,889,849
2360,-3272,-17144,2398,859,641
2408,-3204,-17028,2010,712,416
2308,-2992,-17144,1404,385,-26
2028,-2896,-17292,1404,499,-282
