Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-3020,-2572,-17124,-143,-75,-151
-2976,-2464,-17148,14,-13,-149
-2896,-2468,-16924,145,50,-159
-2828,-2584,-16816,69,22,-108
-2940,-2520,-16908,-106,70,-30
-2944,-2576,-16872,-80,71,40
-3032,-2568,-16960,74,90,-85
-2992,-2548,-16864,132,88,-131
-2968,-2500,-16820,99,-6,-67
-2960,-2556,-16788,93,-21,-24
-2856,-2552,-16780,30,1,-76
-2860,-2536,-16856,20,-143,-79
-2948,-2576,-16992,130,-6,-86
-2924,-2624,-16764,41,-65,-57
-2924,-2580,-17032,32,-144,-109
-3016,-2604,-16872,64,-37,-106
-2756,-2524,-16804,-13,10,-91
-2796,-2592,-16744,-120,-84,-42
-2848,-2616,-16684,-181,-126,30
-2780,-2612,-16728,-124,-121,-52
-2960,-2552,-16880,-23,-257,-64
-2952,-2664,-17052,-54,-204,24
-2976,-2708,-17216,-156,-134,-20
-2988,-2612,-17076,-239,-27,46
-2672,-2984,-17356,-437,121,127
-2640,-3608,-17516,-833,128,202
-2644,-4504,-18016,-1854,229,249
-2956,-5732,-18888,-3968,1064,775
-4184,-8524,-21100,-15836,4134,4967
-4120,-9920,-21092,-24612,8121,6299
-3104,-9316,-19564,-31941,11556,6470
-1524,-6744,-18060,-32768,12737,6366
232,-2648,-15468,-32768,12466,5774
1048,-616,-13976,-32768,11867,6304
2292,1716,-13248,-32768,8946,6661
2204,6240,-11700,-32768,4126,6762
2264,7140,-10368,-32768,1457,4986
1584,7348,-10736,-32768,-2971,1337
-284,7668,-12708,-32768,-6444,-3728
-3840,8664,-11520,-32768,-6612,-8767
-5084,10176,-11708,-32768,-3965,-8500
-4624,11572,-11492,-32768,-1445,-6309
-4532,13788,-10604,-32768,6363,-1557
-3656,14080,-9424,-32768,7280,54
-3540,13688,-8416,-32768,9117,1041
-2856,13484,-6676,-32768,11070,1919
-652,15400,-3864,-32768,10739,2434
-316,16964,-3032,-32768,9274,2685
48,18416,-2616,-31676,7408,3256
172,19268,-2412,-28986,5854,3950
552,18556,-1584,-23685,4267,5149
1040,18104,-1664,-22152,3126,5520
1200,17400,-1820,-21199,1705,5428
1184,17248,-1968,-20543,956,5158
604,17164,-2140,-19703,719,5270
844,17208,-1876,-19102,1303,5490
968,16856,-1600,-18713,1834,5775
1312,16612,-1132,-18111,1997,5771
1608,16084,-396,-15517,1065,4091
1560,16176,-148,-14212,476,3122
1312,16132,160,-13359,-20,2435
1276,16384,128,-12892,-478,2061
864,17172,284,-12058,-94,2321
1012,16940,308,-11385,80,2226
1292,16844,388,-10143,175,1726
1536,16988,976,-8706,-17,901
1908,17592,912,-6602,-1055,-25
1820,18320,680,-5326,-1889,-288
1384,18692,284,-4325,-2288,-224
1204,18692,-460,-3849,-2227,114
868,18916,-1888,-3217,-1675,319
1004,19056,-2664,-2575,-1492,-72
1048,19596,-3108,-1366,-1412,-1004
960,20320,-3648,318,-1497,-2095
-96,22324,-4556,4062,-864,-2387
-760,22676,-5236,5143,632,-1595
-1284,22840,-5856,6397,1926,-370
-2144,22564,-6656,7786,3432,732
-3264,21144,-7648,10431,6420,1360
-4168,20408,-7648,11778,8169,1276
-5224,18828,-7116,12490,10578,1127
-6160,17348,-6188,11913,14032,1372
-6036,15684,-4240,7583,21122,2522
-5580,15884,-3224,5731,22650,2991
-5340,16432,-2256,5158,23495,3332
-5400,16596,-1496,5514,23983,3629
-5516,15592,-612,6979,24785,4032
-6044,14264,-328,7086,26141,3987
-6300,12688,80,6071,27945,3926
-6104,11888,436,3761,29336,3829
-5336,13444,1204,1293,30860,2507
-5384,14548,1916,2382,31475,1561
-5336,14940,2636,3352,32260,1259
-5188,14640,3660,3911,32767,1090
-4404,13152,5552,2470,32767,965
-3760,12292,6652,969,32767,327
-2740,12372,7816,-277,32767,-804
-2036,12860,8852,-943,32219,-2258
-652,14572,10652,665,28720,-4914
208,14440,11072,159,26290,-4743
792,15540,11176,-1001,22608,-3673
276,15324,11632,-926,19772,-2422
980,14312,10872,-1307,15969,-1022
1020,14008,10480,-1622,13777,-1143
1240,14200,9996,-1434,11969,-1485
1100,14552,9596,-653,10348,-2020
1260,14720,8692,877,7910,-2272
1228,14472,8344,672,6513,-2081
992,14264,7828,283,5231,-1816
788,14336,7408,-164,4091,-1759
480,14676,6248,-374,1916,-2070
420,14992,5600,-12,1075,-2603
252,15316,5148,229,27,-2925
-64,15888,4648,1030,-487,-3145
-416,15848,3860,1328,-984,-2608
-572,15964,3600,1005,-1639,-2547
-744,16152,3152,492,-2347,-2317
-1268,16376,2736,3,-2443,-1888
-992,16940,2008,625,-2227,-1645
-1004,17016,1672,1312,-2649,-1758
-1240,16756,1304,1781,-2579,-1731
-1236,16548,1084,1907,-2420,-1523
-1152,16440,732,1231,-2001,-971
-1136,16312,812,910,-1599,-814
-1100,16312,540,565,-1155,-689
-872,16416,720,502,-889,-655
