Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
5636,-5416,-15344,-112,115,17
5708,-5268,-15300,98,281,-57
5728,-5272,-15220,81,262,-165
5852,-5136,-15284,79,86,-129
5816,-5132,-15344,79,19,-141
5720,-5128,-15204,-19,85,-67
5848,-5132,-15128,96,139,-138
5744,-5136,-15120,72,121,-73
5740,-5012,-15016,53,212,-123
5712,-5092,-14992,66,214,-103
5832,-5048,-14768,16,206,-82
5832,-5068,-14772,33,160,-6
5864,-5224,-14944,-107,-114,-175
5788,-5132,-15040,-237,-370,-156
5604,-4984,-15240,-266,-284,-135
5628,-4900,-15120,91,-3,-76
5636,-5120,-15184,193,-49,-3
5652,-5020,-15184,130,34,4
5708,-5016,-15072,-2,181,74
5868,-5000,-15008,-40,101,77
5728,-5180,-14956,77,-199,89
5648,-5200,-15240,-4,-133,34
5604,-5168,-15192,-120,41,88
5732,-5056,-15040,-59,48,49
5776,-4972,-15012,89,46,54
5864,-4948,-14692,-24,-89,110
5860,-4884,-14500,-79,-322,83
5848,-4788,-14268,-187,-425,107
5988,-4592,-13832,-150,-566,157
6100,-4196,-13388,-434,-1527,445
6084,-3872,-12932,-787,-1997,753
6124,-3528,-12604,-1143,-2611,1050
6100,-3072,-12136,-1492,-3243,1455
6360,-1536,-10900,-1852,-4911,2318
6372,-536,-10044,-1533,-6163,3011
6128,392,-10104,-1888,-7736,4392
6284,720,-7780,-1307,-9209,5093
5580,988,-6376,-1589,-12441,7296
5620,1008,-4804,-622,-14756,8042
4932,920,-4328,-298,-16976,8457
4332,1020,-3776,-437,-19642,9051
3044,1892,-3248,-1680,-26214,10553
1684,2836,-3484,-2450,-29702,11699
220,3632,-3396,-2911,-32670,13100
-1316,4528,-3120,-2134,-32768,14067
-3952,5104,-1816,2976,-32768,15929
-5352,5000,-1120,7058,-32768,17071
-7412,3604,-688,10980,-32768,18429
-9504,1184,-324,13532,-32768,19577
-14276,-4072,-144,15133,-32768,20145
-16612,-6036,-508,14580,-32768,18724
-18956,-7340,-1388,12761,-32768,17521
-21536,-8452,-2616,9607,-32768,17952
-25280,-6992,-3456,5180,-32768,15581
-26892,-7236,-6108,6259,-32768,14349
-27296,-7432,-5580,6914,-32768,13831
-28228,-9672,-6120,6701,-32768,11073
-28344,-8944,-5932,5391,-32768,10372
-28636,-7712,-5508,5012,-32768,10045
-29172,-6836,-5400,4945,-31934,11013
-29332,-6896,-5596,5915,-29285,10775
-29336,-7120,-6060,6744,-26294,10468
-28908,-7568,-6316,7060,-23834,10199
-28116,-7504,-6704,5790,-19348,9687
-27516,-7356,-6548,5510,-16953,9411
-26756,-7260,-6212,4611,-14784,9402
-25628,-6916,-5932,3572,-13385,9313
-24356,-6028,-5264,3519,-11171,8541
-23680,-5804,-5076,4230,-9777,7601
-22976,-5672,-4676,4769,-8858,6860
-22460,-5460,-4580,5512,-7905,6021
-21900,-5520,-4528,5468,-5201,4433
-21300,-5172,-4396,4901,-4383,4155
-20920,-4744,-4332,4036,-3777,3868
-20536,-4320,-3984,3629,-3243,3635
-19772,-3880,-3668,3411,-1700,2615
-19272,-3752,-3320,3301,-1084,2027
-18788,-3572,-3152,3148,-619,1514
-18520,-3332,-2852,3138,-342,972
-18324,-2348,-3104,3625,-34,-340
-18424,-1892,-3304,4344,541,-1021
-18508,-1760,-3136,4899,1669,-1413
-18048,-1704,-3144,5384,2590,-1698
-17360,-1888,-2192,5297,3136,-1817
-17148,-1896,-1928,5001,3034,-1605
-16904,-1764,-1640,4893,2793,-1404
-16968,-1812,-1504,4956,2553,-1200
-17040,-2128,-1500,4733,2586,-982
-17012,-2132,-1444,4566,2777,-933
-16956,-2188,-1268,4391,2924,-866
-16780,-2292,-896,4034,2977,-801
-16584,-2428,-440,2995,2879,-371
-16476,-2632,-232,2328,2632,-207
-16548,-2604,-180,1641,2485,-93
-16528,-2436,-12,1188,2356,-51
-16240,-2392,360,916,1893,-90
-16272,-2344,312,745,1562,-68
-16216,-2284,380,388,1064,58
