Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
120,-244,-17176,121,-114,-43
96,-116,-17076,-72,204,-32
184,-132,-17204,-177,205,30
196,-84,-16844,34,135,-31
260,-128,-17072,83,101,-134
324,-92,-17064,44,-101,-94
52,-28,-17424,-127,-57,-62
8,76,-17316,-62,168,-70
92,20,-17312,-3,254,-20
184,84,-17204,88,261,-33
208,-36,-17068,30,260,146
236,-16,-17148,17,92,-24
144,-124,-17172,232,171,-1
140,-216,-17092,143,248,-74
176,-88,-17188,198,352,-98
128,-112,-17124,168,426,-180
136,-8,-17116,82,636,-44
328,-108,-17084,60,522,-65
324,-8,-16988,206,335,-146
236,0,-17012,248,358,-62
316,88,-16992,205,488,-86
404,-20,-16888,296,363,-121
284,-136,-17168,244,115,-108
176,-208,-17252,117,260,-41
252,-144,-17128,-22,360,3
316,-64,-16964,-93,304,-39
300,-40,-16968,-93,150,-96
156,12,-17204,404,311,-233
-32,68,-17436,588,642,-320
-12,272,-17252,697,1097,-275
220,308,-17004,721,1255,-84
404,372,-16868,794,1128,-89
308,444,-16056,1409,1227,-32
388,436,-15184,1725,1224,-50
548,536,-14276,2049,970,-285
580,852,-13032,2416,393,-500
668,1596,-11448,3240,-232,-705
1516,4048,-7588,4568,-3433,-665
1136,4512,-6708,7476,-4959,280
1108,4216,-5796,7805,-6533,1007
1420,5228,-3312,10674,-8929,2102
764,3020,-2456,11770,-13487,4218
284,2044,-1860,10897,-16063,5092
-396,1128,-1676,9461,-19225,5930
-1556,380,-1780,7838,-22589,6487
-4512,-340,-2520,6778,-28651,6335
-6288,-824,-3172,7345,-30730,6133
-8100,-1620,-3972,7985,-31966,5882
-9480,-2416,-4852,8554,-32768,5842
-12088,-4952,-5964,8107,-32768,5202
-13096,-6772,-6312,7238,-32768,3864
-13840,-9560,-6868,5588,-32768,1573
-14240,-11132,-6288,1878,-32768,-1261
-14756,-10148,-5448,-5690,-32768,-6774
-15932,-6344,-5808,-6516,-32768,-7774
-17932,-2624,-6688,-4193,-32768,-6638
-19656,-592,-7408,-711,-32768,-4577
-21948,-4524,-8528,4214,-32768,-391
-23224,-6868,-9628,1080,-32768,559
-24128,-6588,-9900,-804,-32768,1051
-24776,-5884,-10240,-326,-32768,1547
-25296,-5292,-10756,-716,-31606,3656
-25400,-5148,-10536,343,-29449,4190
-25284,-5772,-10668,1477,-27708,3951
-25392,-5972,-11464,1102,-25776,2830
-25724,-4508,-12068,3234,-24896,1798
-26452,-4380,-12028,5835,-22411,1751
-26140,-4788,-11712,7536,-19316,827
-25720,-6888,-12404,4532,-14889,1204
-25480,-5720,-11992,1024,-12396,2062
-24760,-5052,-11712,430,-10099,1522
-24396,-4976,-11624,104,-7712,411
-23308,-3200,-9940,863,-3166,-157
-22304,-2892,-9112,1617,-1685,-303
-21740,-2748,-8700,2220,-751,-305
-21376,-2696,-8080,2560,142,-253
-20688,-3112,-7604,2825,2057,-493
-20176,-3156,-6940,2660,3180,-511
-19512,-3280,-5876,2718,4468,-581
-18488,-3184,-4936,3167,5099,-895
-17152,-3572,-3632,3145,4145,-1180
-16844,-3520,-3224,2780,3508,-962
-16716,-3444,-2972,2404,3075,-806
-16544,-3448,-3064,2022,2636,-586
-16500,-3728,-3084,646,2108,-416
-16300,-3500,-3140,12,2081,-147
-16144,-3496,-2848,-417,2332,-75
-16016,-3412,-2528,-520,2567,-139
-15576,-3344,-1596,-226,2059,-451
-15492,-3340,-1640,-312,1153,-198
-15620,-3376,-2012,-800,291,11
-16164,-3448,-2284,-1120,-120,289
-16684,-3504,-2692,-1455,888,290
-16600,-3408,-2600,-1511,1078,123
-16504,-3348,-2540,-1426,1141,-55
-16520,-3180,-2580,-1229,1234,-39
-16576,-3460,-2300,-754,1471,-11
-16520,-3712,-2192,-688,1602,-109
-16320,-3908,-1980,-1024,1652,-156
