Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-1608,-2240,-16660,-571,-361,123
-1580,-2144,-16768,-791,-481,69
-1612,-1880,-16872,-777,-507,54
-1480,-1852,-16856,-557,-577,5
-1476,-2152,-17284,-153,-840,-47
-1492,-2224,-17344,-358,-713,-8
-1320,-2476,-17416,-569,-665,-2
-1488,-2492,-17624,-942,-1011,-275
-1420,-2268,-17132,-909,103,-445
-1144,-2080,-17260,-767,-645,-882
-1816,-1888,-17152,-639,-505,-863
-1600,-1836,-17164,-527,-286,-789
-1900,-2236,-17052,-1175,-356,-633
-1892,-2040,-17192,-1721,-565,-692
-2296,-1624,-17196,-1921,-449,-704
-2148,-1184,-17048,-1752,-299,-758
-2408,-640,-17164,-844,-615,-508
-2464,-800,-17524,-1098,-661,-290
-2868,-640,-17468,-1325,-505,-102
-2880,-452,-17336,-1169,-184,-44
-2620,-648,-17292,-496,104,49
-2564,-640,-17324,-892,-94,170
-2632,-496,-17308,-1204,-121,328
-2696,-284,-17488,-1120,87,446
-2556,-384,-17516,-748,212,570
-2488,-456,-17568,-638,172,620
-2540,-384,-17380,-378,274,593
-2388,-540,-17132,-70,407,623
-2340,-884,-17148,-152,455,733
-2076,-948,-16916,-285,396,707
-1956,-1092,-16816,-169,309,679
-1872,-1240,-16864,-88,144,610
-1780,-1372,-16944,-19,-13,567
-1652,-1548,-16924,453,-130,273
-1568,-1756,-16888,717,-243,170
-1516,-1900,-17076,653,-384,79
-1716,-2224,-17164,145,-322,139
-1644,-1992,-17352,-884,-216,-205
-1664,-1612,-17560,-496,-291,-497
-2008,-1188,-17808,-40,-348,-739
-2340,-944,-18312,316,-220,-877
-3196,480,-19824,2061,1500,-1889
-3272,1600,-20644,5103,2423,-2922
-3180,2976,-21048,9562,3438,-4169
-2992,3972,-20700,17336,4490,-6180
-1192,6512,-20536,32767,2038,-7545
-860,6088,-18252,32767,445,-9916
-1300,3528,-17300,32767,-340,-11520
-1240,-104,-15960,32767,-1749,-12477
-1880,-9240,-15192,32767,-2833,-14485
-2904,-12892,-14296,32767,-1208,-14842
-2796,-15304,-13208,32767,906,-15690
-1340,-14404,-10732,32767,2952,-17124
-1368,-13440,-9184,32767,4138,-16751
-1248,-13832,-8320,32767,5922,-15996
-748,-14532,-7472,32767,7456,-14102
-100,-16236,-4812,31273,11132,-9396
916,-16016,-3132,21105,12090,-7299
1924,-14812,-1456,13133,12038,-5885
2700,-12912,-404,8878,11162,-4707
3168,-11164,812,7489,9096,-2303
3684,-11428,948,8267,7583,-1055
3952,-12028,1004,8837,5729,-55
3836,-13080,892,8837,4131,921
2848,-16336,-200,5706,2616,2880
2096,-17860,-716,3001,2807,3166
1508,-18620,-1272,728,3180,2742
1172,-19052,-1496,-292,3766,1710
1648,-19176,-1736,-397,3851,-388
1928,-19104,-1892,-324,3362,-769
2172,-19148,-2232,-213,2420,-1245
1868,-19396,-3232,-510,1524,-1853
-1104,-20176,-6316,-2157,5894,-2946
-1268,-20588,-7280,-4621,9031,-3375
-1384,-20044,-7852,-7067,11206,-4413
-1960,-18616,-8016,-7761,14117,-5779
-1868,-16168,-7764,-3725,20294,-9838
-1668,-15600,-7512,-2821,22173,-10434
-1052,-14140,-6288,-1201,23351,-10083
24,-13888,-4928,-282,23270,-8945
268,-13380,-3720,2277,23400,-8263
404,-13824,-2840,3009,24131,-7750
884,-13884,-2164,2793,24301,-7227
1140,-13968,-1260,2116,24528,-6356
1204,-14912,908,-127,25432,-4825
1732,-15240,2364,-1101,25325,-4386
2492,-15184,3712,-1749,24484,-4268
2996,-14712,5212,-1613,23359,-4157
4532,-15020,7396,-1881,20418,-2959
5048,-15216,7888,-2928,18388,-2240
5476,-15260,7724,-4472,15788,-1931
5016,-14576,7640,-4746,13814,-1359
5020,-13496,7848,-3529,11379,-300
5572,-13096,8020,-1331,9647,-15
5916,-13412,8068,1202,7798,98
5696,-14108,7656,3006,6329,122
5244,-15096,6928,4790,5339,214
5268,-15480,6724,4716,4676,169
5244,-15796,6512,4048,4119,-91
5228,-15732,6416,2874,3556,-188
5412,-15216,5840,82,2242,-166
5332,-14696,5728,-1011,1775,66
5644,-14476,5500,-1741,1247,169
5756,-14236,5136,-1858,545,159
5864,-14060,4724,-1464,-312,331
5024,-14260,3080,-327,-1344,275
4732,-14612,2584,-347,-925,522
4748,-14708,2212,-626,-802,649
4560,-14908,2024,-615,-527,722
5008,-15252,2248,-448,-196,1036
5372,-15608,2180,-376,-669,1019
5288,-15664,2012,-118,-1348,948
4992,-15664,1580,283,-1741,922
4624,-15804,980,1043,-1987,706
4424,-16028,704,1036,-1845,691
4416,-16164,576,892,-1602,635
4476,-16308,576,796,-1430,448
4416,-16260,192,690,-1110,254
4492,-15968,300,292,-789,-73
4548,-15572,544,183,-657,-55
4580,-15240,532,300,-484,9
4588,-15100,888,490,-348,73
4636,-15172,888,510,-164,293
4740,-15264,1080,434,-168,451
4740,-15264,1160,455,-271,506
4656,-15268,1428,510,-290,531
4560,-15296,1448,575,-293,548
4636,-15236,1528,623,-363,565
4640,-15552,1460,382,-10,871
