Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-4164,-2316,-16760,-169,143,52
-4100,-2240,-16840,-336,94,41
-3980,-2088,-16656,-312,62,65
-4076,-2028,-16624,117,-22,1
-4068,-2128,-16700,276,-24,-30
-4100,-2316,-16656,160,5,0
-4148,-2468,-16744,-12,-20,44
-4128,-2364,-16760,-87,-51,14
-4276,-2544,-16924,-392,157,83
-4232,-2388,-16852,-609,252,99
-4084,-2332,-16868,-696,251,64
-4096,-2096,-16700,-560,134,-81
-4104,-1896,-16692,146,80,-224
-4136,-1924,-16600,392,119,-283
-4084,-2020,-16524,498,60,-347
-4080,-2116,-16548,409,5,-312
-4028,-2248,-16552,156,80,-278
-3928,-1988,-16656,270,-159,-432
-3972,-2032,-16720,589,-220,-531
-4088,-2136,-16732,793,-206,-639
-4044,-2160,-16864,940,-233,-794
-4100,-2284,-16804,1119,-165,-1060
-4180,-2068,-16892,1115,-188,-890
-4156,-2036,-16900,1283,-142,-814
-4188,-2176,-16772,1592,16,-897
-4132,-2104,-16892,2683,-96,-1411
-4216,-1944,-16936,3556,-158,-1939
-4368,-1648,-17152,5280,-157,-2644
-4656,-1176,-17476,8258,24,-4262
-5324,-212,-18528,19155,1165,-8586
-4804,4,-17712,27282,1285,-10169
-4040,-688,-18640,32079,1397,-12205
-3588,-1360,-18068,32767,193,-13866
-5068,-3940,-17312,32767,1157,-18369
-4808,-7060,-16840,32767,2109,-20655
-4704,-10480,-16136,32767,3326,-21448
-4320,-13344,-15124,32767,5108,-21987
-2020,-14520,-12380,32767,6645,-24008
-1604,-13880,-10984,32767,7005,-23724
-1228,-13816,-9028,32767,7704,-22496
-740,-13964,-7876,32767,9455,-17663
-412,-13864,-6720,32767,10462,-15160
332,-12632,-4660,32433,11103,-12845
516,-12216,-4852,30431,11382,-11100
1252,-14188,-3704,23524,11089,-7150
1796,-14992,-3024,19274,10182,-5370
1928,-15580,-3100,15512,9445,-4086
2192,-16160,-2780,12176,8811,-2751
2888,-16392,-2360,7975,6075,-669
2780,-16672,-2792,8785,3397,-661
1996,-17904,-3684,10975,1374,-1615
668,-20172,-4932,12393,1103,-3349
-2336,-23124,-7652,7477,7717,-6426
-2040,-22664,-6596,2336,11989,-6503
-752,-21688,-5324,-2144,14376,-6450
40,-20236,-4404,-5319,15238,-6726
-716,-17464,-4004,-6411,18357,-7503
-1324,-16456,-4336,-4890,21271,-8518
-1396,-15768,-4156,-2920,24182,-9408
-1708,-14712,-4044,-221,27604,-10606
-632,-14996,-1092,1772,32555,-11894
-16,-15444,32,855,32555,-12798
-248,-15160,1276,-96,32767,-14069
-404,-14832,2156,-585,32767,-15328
-76,-13976,4308,-3589,32767,-15298
1428,-12708,6168,-5152,32767,-14060
3108,-11700,8088,-5300,32767,-12698
4788,-11072,9144,-5181,30392,-11210
7180,-9720,11780,-2913,23789,-7931
7732,-10328,11324,555,20519,-6936
7584,-11792,10172,1096,18049,-5958
6888,-12408,9596,643,16655,-4901
7036,-12852,9484,12,13820,-3479
7020,-12580,9516,84,12062,-3159
7124,-12628,9588,798,10559,-2968
7204,-12700,9600,1485,9105,-2733
7368,-13132,8564,1804,5770,-1494
7104,-13288,8108,1164,4605,-880
6900,-13444,7808,284,3477,-244
6804,-13488,7660,-421,2387,2
6492,-13024,6848,-986,-109,337
6136,-12956,6604,-1139,-664,723
5960,-12588,6124,-220,-387,670
5900,-12804,5844,1324,116,624
6264,-13480,5492,1857,-18,807
6396,-14160,5016,1230,-810,1248
6532,-14436,4816,951,-1163,1339
6492,-14480,4352,617,-1559,1341
6268,-14508,4080,348,-1754,1408
6176,-14816,3544,16,-1780,1269
6088,-14796,3200,-50,-1541,1111
6100,-14940,3048,-138,-1361,893
6120,-14964,3128,-536,-1218,680
6136,-14644,3168,-435,-1339,463
6004,-14516,3196,-248,-1210,516
6256,-14468,3372,-38,-1148,585
6212,-14568,3324,23,-1117,701
5944,-14828,2840,103,-637,581
