Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-5400,-3316,-16104,737,-35,-436
-5436,-3292,-16020,619,-76,-357
-5368,-3364,-16108,495,-144,-300
-5372,-3292,-16052,251,-249,-219
-5356,-3252,-16124,-42,-395,-126
-5444,-3144,-16064,16,-401,-93
-5648,-3180,-16264,25,-418,-89
-5624,-3168,-16148,-127,-243,5
-5572,-3068,-16192,-79,-185,37
-5696,-3312,-16316,-48,-146,64
-5780,-3392,-16308,-190,95,115
-5624,-3352,-16336,-253,183,163
-5504,-3344,-16152,-321,106,66
-5524,-3116,-16140,-60,65,9
-5480,-3096,-15972,-13,149,10
-5448,-3176,-16068,34,121,33
-5396,-3224,-15968,-56,2,31
-5440,-3328,-16016,-157,-41,88
-5488,-3236,-16108,-291,-11,80
-5584,-3012,-16156,52,14,-145
-5580,-3136,-16188,492,126,-320
-5440,-3224,-16156,542,112,-292
-5504,-3328,-16220,388,-36,-279
-5576,-3340,-16140,46,67,-95
-5440,-3248,-16076,-56,120,-40
-5256,-3272,-16052,-82,24,4
-5328,-3280,-16012,-124,-151,1
-5404,-3248,-15972,-228,-181,58
-5516,-2936,-16092,-598,-104,293
-5444,-2840,-16304,-625,-108,413
-5424,-2516,-16456,-903,-90,475
-5492,-2112,-16876,-1626,-22,850
-5240,-1036,-17536,-2561,586,2621
-5240,-992,-18172,-2976,853,3748
-5476,-1988,-18944,-3937,1638,5808
-4812,-3496,-19812,-6170,3113,8153
-4000,-4184,-22252,-12427,2182,9933
-5060,-4448,-23828,-14072,1848,9987
-6832,-4020,-24952,-15146,2214,9408
-8820,-3296,-25612,-14969,3384,9029
-11800,-3784,-27072,-13562,8768,9335
-11028,-5108,-29472,-14979,12682,10080
-8984,-5336,-28908,-17904,14817,10046
-8796,-2900,-28116,-19173,17930,9304
-5340,260,-24004,-16334,19413,6261
-5004,-44,-23972,-14647,17860,5115
-5576,-348,-24244,-13074,16930,3842
-6492,-872,-25184,-12362,17429,3156
-7276,-724,-24644,-11109,20761,1710
-6992,-748,-23648,-9940,22580,848
-6372,-1028,-22660,-8755,24248,-83
-5832,-1528,-21604,-8410,25552,-882
-4192,-1796,-18920,-9944,27229,-1947
-3412,-1764,-17740,-11169,27779,-2562
-2528,-1372,-16480,-11365,27782,-3394
-1732,-1132,-15160,-10853,27656,-4626
-764,-1004,-13320,-10518,27570,-6581
-276,-700,-12452,-10576,27032,-7627
108,-224,-12152,-10641,25933,-8730
80,472,-11788,-10503,24878,-9686
84,1276,-10860,-9760,24139,-11181
412,1476,-10308,-9839,24108,-11798
840,1988,-9552,-9955,23939,-12588
1284,2852,-8808,-9583,23521,-13499
1376,3856,-7568,-9942,23073,-14187
2288,4504,-6576,-9122,22307,-14516
2596,4460,-6272,-8254,21775,-14868
2804,4592,-5788,-8007,21084,-15176
3428,5764,-4628,-8354,19142,-15413
3072,6712,-4668,-8248,18482,-15383
3200,7640,-4316,-8466,18076,-15270
3696,8380,-3868,-8101,17161,-15524
3860,9948,-3308,-6471,14925,-15980
3976,10148,-2864,-4970,13860,-16133
3900,10328,-2868,-3909,13089,-16460
3892,10544,-2912,-3699,12463,-16731
3924,12396,-3044,-4875,10257,-16963
3752,13704,-3132,-5479,9590,-16256
3824,15004,-3160,-5552,9169,-15045
4052,16072,-2960,-4416,9033,-13974
4908,16560,-2680,-554,8482,-12380
4552,16280,-3524,439,8131,-11493
5400,16500,-3392,314,6933,-11293
5192,16624,-3148,-301,5863,-10646
5076,18152,-3916,75,4505,-8746
5052,18312,-4172,903,4225,-7427
5036,18176,-4228,1921,3944,-6093
5180,17496,-4416,2870,3690,-5159
5504,16612,-4496,3282,2855,-3991
5648,16784,-4496,3125,2158,-3404
5860,16904,-4584,3201,1605,-2737
5868,17104,-4424,3595,1177,-1967
6244,16088,-4940,4758,873,-122
6572,15064,-5044,4855,487,382
6716,14128,-5380,4639,-303,336
6596,13564,-5824,4056,-1335,36
5536,13480,-6784,2923,-2642,-578
5184,13636,-7292,2573,-2666,-601
4924,13776,-7836,2382,-2451,-502
4692,13692,-7968,2310,-2046,-335
4956,13220,-8464,2075,-1876,-406
4836,13056,-8692,1688,-2186,-568
4704,12992,-8984,1137,-2486,-691
4424,13220,-9412,744,-2563,-818
4088,13416,-9768,935,-2216,-746
4232,13320,-10008,840,-1684,-1068
4228,13380,-10120,642,-1619,-921
4168,13512,-10184,254,-1190,-749
