Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-4524,-2952,-16356,217,-149,-261
-4576,-2932,-16376,312,-18,-302
-4480,-2960,-16296,408,43,-203
-4528,-3076,-16456,303,-71,-198
-4504,-3068,-16504,64,-138,-161
-4528,-2972,-16456,-119,-101,-26
-4424,-2832,-16368,76,-258,-60
-4504,-2928,-16412,213,-450,-145
-4700,-2968,-16512,176,-346,-93
-4648,-3052,-16460,93,-233,7
-4616,-3056,-16516,-14,-299,-44
-4880,-2948,-16524,-6,-150,20
-4760,-2976,-16528,4,15,67
-4636,-3088,-16404,-65,-79,83
-4620,-3032,-16452,-31,-131,10
-4672,-3052,-16452,-23,-188,7
-4648,-2980,-16412,-30,-130,-21
-4596,-2872,-16352,72,-165,26
-4564,-2948,-16300,228,-166,-16
-4728,-3076,-16384,187,-154,-11
-4588,-3128,-16384,-39,-143,71
-4596,-3076,-16272,-94,-211,81
-4536,-2976,-16248,-85,-347,57
-4540,-2900,-16384,-38,-424,44
-4472,-2868,-16196,-95,-509,134
-4488,-2540,-16348,-370,-739,364
-4504,-2396,-16516,-626,-866,532
-4436,-1916,-16648,-923,-988,918
-4592,-1624,-17184,-1344,-838,1377
-4204,-824,-18180,-2901,167,3870
-3856,-1432,-18512,-3935,738,6324
-2968,-2456,-19528,-6881,1046,9410
-2528,-2204,-20756,-10087,-677,11552
-5936,-4608,-24124,-14505,1292,12492
-7044,-4788,-24784,-15817,2293,12278
-8184,-5300,-26316,-17102,3951,11600
-9356,-5012,-26728,-18135,6522,11106
-9900,-3516,-26776,-16714,10936,8842
-9596,-2428,-26768,-15667,12645,7331
-8424,-1712,-26448,-13418,14689,5569
-6588,-1524,-26148,-11662,15956,4030
-4388,-1112,-24660,-11284,15878,2199
-4708,-1180,-24344,-12237,16144,2122
-4792,-728,-24312,-12898,17227,1927
-4564,-136,-23828,-12749,18531,1182
-4780,736,-22844,-11495,21557,536
-4444,512,-22956,-9525,23237,-277
-3920,-956,-20896,-8931,24387,-1190
-3172,-1868,-20516,-9344,24693,-2097
-2112,-1692,-18496,-12774,24737,-4290
-1628,-900,-17848,-13984,24977,-5094
-1380,284,-16472,-14840,25737,-5431
-636,1240,-15456,-14577,26094,-5679
244,1648,-13808,-12314,25678,-6846
432,1352,-13252,-11530,25185,-7566
632,1120,-12644,-11348,24720,-8339
628,1244,-12472,-11733,24174,-9030
568,3100,-11428,-13413,23891,-10044
896,4224,-10756,-13094,23517,-10665
1264,4828,-10164,-12348,22915,-11094
1384,5292,-9580,-11307,22649,-11044
2248,5232,-7636,-10661,21956,-11152
2356,5788,-7396,-9537,21178,-11908
2532,5956,-6676,-8557,20644,-12385
2704,6152,-6776,-8395,20291,-12385
3044,6912,-6352,-8940,18775,-12277
2972,7348,-5972,-8923,18149,-12300
2792,7868,-5416,-8378,17737,-12471
2768,8364,-4892,-7559,17501,-12904
3324,8944,-3928,-5677,16309,-13770
3344,9292,-3756,-4980,15963,-14035
3656,9560,-3532,-4328,15439,-14379
3884,9732,-3240,-3945,14513,-14731
3288,10404,-3156,-4758,13425,-14953
3292,11384,-3028,-5483,13222,-15254
3536,12304,-2888,-5906,12520,-15779
3068,13416,-3604,-7203,12262,-15607
3744,15576,-1900,-4684,12048,-14904
4484,16044,-1524,-3403,12089,-13915
5100,16108,-1672,-3031,11457,-12757
5596,16724,-1404,-2469,10113,-12371
5640,17964,-1572,-2322,7381,-11074
5652,18776,-1588,-2003,5999,-9661
5568,19472,-1736,-1003,5125,-8135
5524,19640,-1780,512,4562,-6417
5612,18828,-1908,3330,3262,-3734
5596,17828,-2276,4045,2701,-2781
5760,17004,-2704,4162,1872,-2283
5872,16400,-3064,4115,822,-2380
5192,15712,-3924,3982,-262,-1950
4924,15184,-4488,3700,-300,-1552
4936,14820,-4580,3428,-218,-1408
4900,14508,-4864,3050,-137,-1305
5028,14668,-5268,2410,-710,-1511
5080,15088,-5508,2284,-1129,-1410
5100,15480,-5792,2672,-1527,-1281
5184,15796,-6028,3548,-1900,-1207
4856,15020,-6580,5371,-2180,102
