Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
736,-4524,-15168,442,-1242,-14
836,-4488,-15304,224,-2150,94
412,-4496,-15632,-61,-3277,485
48,-4740,-16200,-306,-3207,487
-768,-5040,-16820,-913,-1605,416
-820,-4768,-16832,-962,83,459
28,-4816,-16600,-692,464,354
200,-4708,-16436,-279,-953,-94
-136,-4752,-16652,-234,-685,-115
-92,-4644,-16628,-192,-301,-67
-304,-4708,-16708,-30,328,-62
-348,-4640,-16708,467,1025,-167
-88,-4992,-16436,559,1871,-328
116,-4996,-16456,160,1914,-386
232,-5032,-16140,-375,1793,-593
68,-4656,-16548,-353,1801,-634
196,-4172,-15932,93,1704,-534
376,-4580,-15576,944,1603,-412
516,-4576,-16024,1194,890,-500
164,-4588,-15728,1098,846,-672
804,-4660,-15904,1069,246,-658
416,-4752,-15740,771,-180,-657
456,-4604,-15908,398,-961,-689
480,-4680,-16004,84,-1440,-626
344,-4628,-16112,-328,-1655,-455
280,-4516,-15976,-512,-1720,-383
256,-4452,-16264,-580,-1852,-331
92,-4264,-16376,-769,-1838,-232
56,-4276,-16300,-831,-1927,-70
208,-4304,-16308,-1041,-2249,123
308,-4304,-16360,-1411,-2935,295
320,-4192,-16332,-1664,-3847,408
428,-4172,-15924,-1888,-5914,780
864,-4240,-15688,-1956,-7694,727
1128,-4088,-15404,-1865,-10490,686
1336,-4080,-15144,-1744,-13846,568
-848,-4348,-16688,-2326,-17297,271
-2300,-3920,-17072,-2550,-14856,759
-2072,-3852,-17068,-1893,-12543,1124
-1000,-4044,-17200,-1249,-12602,945
-28,-4400,-18120,-498,-19123,51
-872,-4372,-18548,-707,-23582,-80
-2324,-3896,-19020,-542,-27268,-128
-4276,-4048,-19932,-608,-29485,6
-9640,-5148,-24208,-2353,-21352,-377
-11960,-5072,-25384,-1364,-11734,-627
-12404,-5840,-25384,1252,-2401,-1053
-10996,-7140,-25560,2761,3473,-1803
-9732,-8720,-26636,-1563,3907,-2879
-11404,-7712,-26860,-5419,4038,-2246
-13016,-6316,-27620,-7772,6787,-1528
-13564,-5120,-28528,-7856,9750,-1574
-16064,-4600,-29012,-3976,14211,-3198
-17828,-5432,-28596,-133,19629,-3943
-19076,-6656,-28836,2705,26772,-4416
-18724,-8184,-27512,3610,32767,-4580
-14204,-8684,-22040,-829,32767,-4638
-11804,-7924,-19340,-2293,32767,-5244
-10672,-6872,-17512,-2918,32767,-5856
-10320,-5848,-16220,-3059,32767,-6562
-9068,-4548,-14236,-2855,32767,-7485
-8104,-3704,-12656,-2518,32767,-7901
-6848,-3124,-11644,-1150,32767,-8412
-5584,-3392,-10128,-980,32767,-8570
-2092,-2464,-7292,-2082,32767,-8329
-732,-1836,-6492,-2205,32767,-8516
-104,-1080,-5664,-1871,32767,-8614
-84,-380,-5732,-1357,32767,-8600
804,272,-5256,385,32767,-8410
2276,664,-4360,1532,32767,-8773
3628,732,-2972,2237,32767,-9277
4592,672,-2212,2291,32767,-9330
5792,900,-1324,2406,32767,-9383
7800,768,-736,520,29413,-8821
8032,992,-116,232,27839,-8525
8500,1188,436,247,26923,-8384
9696,1300,916,800,25660,-8180
11164,1292,1440,1075,23571,-7998
14112,2072,3068,2921,20107,-7307
15080,1920,3348,3159,18216,-6791
15856,1800,3572,2142,16011,-5746
16504,1828,3664,1142,13502,-4751
16836,1568,3272,80,10663,-3783
16588,1180,2232,-2940,6312,-2000
16480,1224,1852,-4108,5084,-1528
16444,1316,1520,-4811,4375,-1330
16740,1592,1420,-4845,3704,-1364
17156,2232,664,-3408,1547,-1440
16964,2212,336,-2881,1044,-1046
16900,2188,0,-2598,821,-405
17004,1852,-316,-2285,628,156
16980,1640,-584,-2183,113,434
16568,1380,-1220,-2415,-1010,1112
16452,1392,-1428,-2174,-1528,1398
16376,1112,-1624,-1769,-1898,1713
16392,792,-1692,-1672,-2323,1924
15972,-52,-2836,-1744,-3084,2446
15476,-108,-3184,-1471,-2833,2379
15112,-424,-3660,-1248,-2473,2369
15112,-568,-4060,-1225,-2444,2171
14876,-620,-4472,-883,-2262,1924
14680,-724,-4720,-1003,-1690,1995
14968,-660,-4760,-763,-1305,2075
14980,-716,-4816,-414,-1091,1902
14776,-512,-5044,415,-410,1642
15056,-1168,-4896,2201,833,1135
15356,-1524,-4632,2041,865,993
15644,-1780,-4664,1112,350,775
15672,-1300,-4620,220,-306,565
15596,-1012,-4832,-96,-588,647
15364,-628,-4932,376,132,611
15308,-784,-5076,357,820,689
15436,-804,-4760,97,1206,746
15660,-736,-4520,37,1286,718
15648,-688,-4196,261,1405,779
15756,-900,-4424,711,997,800
15640,-916,-4620,671,1317,775
16128,-1248,-3848,503,1052,800
16092,-1336,-4340,347,385,617
15712,-1248,-4232,-123,100,519
15472,-1012,-4492,473,-23,102
