Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-1200,-548,-18492,973,7517,542
308,-1148,-17064,-119,9808,729
1248,-956,-16584,-158,8747,464
1740,-1192,-16144,-417,7112,423
1700,-1664,-16144,-1089,5436,428
1600,-1048,-16928,-68,2876,-303
1140,-472,-17108,-45,3409,-523
1112,-260,-17292,-111,4141,-411
1408,28,-17316,-501,4569,-92
2068,500,-17160,-606,4130,-226
2372,788,-16576,-779,3053,59
2552,1104,-16528,-370,1898,262
2540,1052,-16312,-40,1045,453
2588,952,-16556,69,-1005,304
2516,1104,-16748,250,-2090,172
2192,1112,-17000,582,-2605,336
1952,1068,-17152,952,-3001,452
1688,280,-17440,899,-3581,637
1508,120,-17340,562,-3757,691
1560,-444,-17280,-103,-3993,709
1672,-52,-17344,-91,-4850,693
1200,-324,-17512,17,-6377,309
1040,-496,-17576,39,-6951,175
1024,-40,-17664,452,-7323,-176
760,-832,-18096,-295,-7454,-154
288,228,-18324,-1812,-7044,-212
184,864,-18696,-2638,-6429,100
-284,1708,-19252,-3317,-5696,566
-688,2660,-19636,-4054,-4715,1055
-1140,5704,-20776,-6020,-2511,2644
-1116,7940,-21312,-7425,-2453,4055
-1540,10492,-21764,-8374,-2318,6034
-2096,12972,-21760,-7815,-1767,8126
-2704,14892,-21012,-5485,-492,11981
-2928,15296,-20564,-4742,-977,13577
-3836,15752,-20800,-3902,-1327,14975
-5260,16772,-21068,746,-257,18482
-6320,14996,-18760,-738,1995,20991
-6636,14476,-18744,503,3299,23059
-6752,12592,-18008,825,3417,25396
-7676,10516,-17524,-793,2624,30516
-8524,8832,-17520,-842,2302,32254
-9168,6588,-18092,-1694,1647,32767
-9912,5444,-18636,-2680,1241,32767
-11388,4196,-18932,-1107,2726,32767
-11584,2492,-19084,-1088,3973,32767
-11420,1056,-18752,-2166,5028,32767
-10956,232,-18064,-3308,5754,32767
-9600,-1060,-16588,-4562,5457,32767
-9232,-2044,-16532,-4332,3990,32767
-9192,-3536,-16620,-4724,2799,32767
-8392,-3876,-15988,-6366,2101,32767
-7428,-3512,-15320,-5034,1464,32656
-6568,-3316,-15152,-3267,266,31231
-5816,-3088,-14876,-1511,-1101,29917
-4668,-3208,-15132,2090,-1184,27534
-4068,-3392,-14408,3680,-811,26781
-3472,-4204,-14620,4233,-330,25755
-2680,-5704,-14880,3853,481,23119
-2236,-5824,-14808,3843,1713,21742
-1640,-6088,-14300,4037,2760,20280
-676,-6520,-13956,4192,3215,19216
1208,-7092,-13612,3025,1582,17253
1576,-7228,-13748,2469,577,16265
1716,-7112,-14136,2266,-329,15267
1716,-6992,-14620,2561,-715,14333
1516,-7452,-15580,2850,123,12867
1952,-7816,-15644,2473,523,12332
2492,-7900,-15508,2043,440,11598
2964,-7868,-15536,2046,-118,10816
2952,-8292,-15652,2357,-1194,9297
2964,-8672,-15748,2078,-1349,8647
3020,-8832,-16064,1455,-1391,8041
3124,-8728,-16344,1316,-1362,7308
3332,-9244,-16572,1201,-897,5772
3504,-9096,-16644,1046,-789,4897
3728,-8944,-16692,1492,-807,3995
3868,-9036,-16748,1759,-973,3266
3796,-9728,-17168,753,-1291,1735
3688,-9724,-17304,285,-1261,943
3488,-9668,-17320,338,-1095,-165
3496,-9828,-17324,789,-1086,-1385
3456,-10252,-17580,1148,-1241,-3977
3412,-10336,-17648,1152,-1078,-5097
3256,-10328,-17980,998,-990,-5910
3164,-10532,-18024,484,-714,-6676
3060,-10200,-17964,-380,-145,-7843
3116,-10212,-18040,-88,-124,-8858
2968,-10248,-18148,133,-263,-9998
2532,-10036,-18160,357,-322,-11035
1908,-9436,-18004,1148,124,-12432
1792,-9612,-17868,1194,473,-13100
1700,-9632,-17660,916,520,-13963
1548,-9348,-17396,800,411,-14947
840,-8664,-16864,424,176,-16228
608,-8372,-16580,169,432,-16778
592,-8060,-16096,29,487,-17312
432,-7548,-15704,33,315,-17976
64,-7048,-14920,292,-520,-19239
-132,-6904,-14632,128,-1030,-19785
-564,-6476,-14544,77,-1517,-20379
-1068,-6116,-14564,246,-1765,-21160
-1884,-5072,-14556,-155,-2021,-22050
-2240,-4480,-14340,-231,-2175,-22308
-2524,-4152,-14392,-286,-2323,-22507
-2896,-3284,-14816,-292,-3260,-23301
-3376,-2684,-15272,33,-3697,-24052
-4092,-2016,-15584,238,-3611,-24496
-4476,-1140,-15864,594,-3078,-24714
-4616,-516,-15972,725,-1772,-23984
-4224,36,-16100,198,-1596,-23524
-3936,904,-16608,-280,-2133,-23146
-3920,1916,-17008,-618,-2640,-22710
-4120,3928,-17368,1158,-2584,-21817
