Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-228,-2816,-16872,-127,142,162
-268,-2744,-16712,-33,125,116
-232,-2996,-16776,-34,-11,156
-224,-2936,-16852,-24,-48,142
-296,-2928,-16840,78,-80,95
-320,-3064,-16856,108,10,34
-404,-3056,-16944,101,13,-63
-352,-2976,-16916,-23,156,-88
-292,-2948,-16860,-92,203,-59
-184,-2868,-16772,-135,198,-44
-164,-2804,-16872,-116,70,-38
-228,-2868,-16768,-101,87,36
-220,-2744,-16764,11,23,-132
-268,-2860,-16772,23,29,-133
-224,-2824,-16896,-11,105,-142
-204,-2820,-16912,52,66,-149
-216,-2976,-16728,-209,149,10
-112,-2784,-16656,-403,51,57
-96,-2632,-16572,-361,-44,-48
-144,-2580,-16812,-178,-135,-32
-204,-2632,-16676,-132,-120,-55
-232,-2740,-16704,-105,-140,-85
-216,-2548,-16740,133,-235,-182
-248,-2580,-16456,74,-23,-158
-72,-2624,-16480,-16,-35,67
8,-2720,-16436,-201,-225,73
-96,-2632,-16568,-239,-349,258
-112,-2624,-16404,28,-431,113
-120,-2724,-16628,117,-489,196
-188,-2896,-16536,111,-516,338
-112,-3228,-16544,69,-651,445
-120,-3772,-16740,83,-899,458
-408,-5064,-16632,-235,-811,65
-520,-5368,-16792,-706,-769,-132
-584,-5456,-16768,-1084,-625,-515
-568,-5540,-16776,-1087,-648,-825
-492,-5976,-16592,-1168,-706,-1959
-488,-6012,-16360,-1247,-650,-2429
-312,-5988,-16104,-1332,-807,-3024
-296,-6184,-15824,-1372,-952,-3440
-156,-6676,-15416,-1776,-1595,-4410
-260,-6972,-15528,-2201,-2001,-4856
-420,-7216,-15540,-2706,-2296,-5467
-640,-7224,-15592,-3131,-2237,-6180
-584,-7168,-15408,-3507,-2292,-7436
-488,-7032,-15248,-3928,-2612,-8120
-660,-6896,-15124,-4301,-2946,-8660
-680,-6860,-14880,-4687,-3287,-9258
-1236,-6396,-14940,-5525,-3919,-10521
-1356,-5988,-14968,-5789,-4191,-11116
-1744,-5604,-15164,-6108,-4527,-11703
-2208,-4376,-15404,-6615,-4681,-12738
-2560,-4012,-15496,-6506,-4898,-13252
-2944,-3920,-15472,-6533,-4838,-13634
-3172,-3516,-15592,-6977,-4813,-14017
-3720,-2532,-15928,-7876,-5411,-15112
-4060,-1216,-15944,-8000,-5363,-15271
-4588,-648,-16084,-7794,-5204,-15316
-5400,300,-16424,-7936,-5461,-15247
-5732,1144,-16960,-8083,-5309,-15259
-6120,1896,-17388,-7779,-5066,-15197
-6448,2352,-17924,-7022,-4510,-14999
-5780,2508,-18596,-5974,-2760,-15003
-5476,2820,-18316,-5514,-2498,-14704
-5400,3060,-17852,-5102,-2028,-14182
-5192,2864,-17568,-4980,-1606,-13668
-4668,3316,-16832,-5500,-1363,-12992
-4416,4016,-16872,-5236,-1449,-12584
-4412,4404,-16884,-4995,-1496,-12334
-4560,5300,-16956,-4077,-1084,-11722
-4336,5928,-16704,-3757,-753,-11309
-4012,6564,-16600,-3386,-796,-10888
-3936,7268,-16596,-2890,-1036,-10297
-3984,8232,-16868,-2477,-1227,-8614
-3984,9100,-17276,-2724,-1445,-7503
-4140,10240,-17736,-2730,-1670,-6412
-4540,11528,-18244,-2160,-1568,-4259
-4908,11740,-18572,163,252,-263
-4664,10796,-18292,1045,887,1829
-4460,9552,-18132,1218,1163,3630
-4316,8484,-17780,1143,1066,4971
-4628,7268,-17700,1786,1103,7023
-4844,6472,-17700,2146,1495,8015
-4788,5772,-17688,2568,1866,9030
-4816,5028,-17612,2865,2157,9865
-4884,5040,-17968,3400,2486,11859
-5040,4744,-18012,3697,2807,12780
-4948,4360,-18004,3793,3015,13486
-4992,4216,-18088,3956,2998,13904
-5304,3816,-17872,5133,3461,13647
-5220,3332,-17736,5706,3967,13263
-5000,3064,-17484,6177,4293,12899
-4652,2756,-17200,6421,4684,12784
-3848,2056,-16400,6108,5371,13313
-3284,1796,-16152,5724,5295,13673
-3016,1432,-15668,5323,4998,13978
-2928,1140,-15588,5180,4844,14244
-2624,160,-15000,5670,4658,13896
-2304,-232,-14872,5833,4402,13638
-2016,-784,-14640,5816,4050,13367
-1812,-1096,-14540,5712,3577,12971
-1676,-1684,-14872,5294,2505,12737
-2024,-2272,-15008,5114,2195,12519
-2028,-2556,-15188,5041,2255,12213
-1868,-2700,-15440,5232,2069,11643
-1608,-2956,-15532,5596,1728,10605
-1500,-3316,-15476,5803,1547,10216
-1644,-3892,-15672,5657,1475,10008
-1604,-4684,-15772,4793,1452,10136
-1184,-4876,-16092,3152,897,9557
-1260,-4740,-16316,3103,404,9051
-1512,-4988,-16896,3232,-59,8287
-2024,-4908,-17608,3165,-111,7511
