Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-3708,-4396,-16648,-79,162,-99
-3744,-4384,-16628,-128,329,-170
-3584,-4304,-16460,-111,411,-149
-3508,-4108,-16420,33,347,-178
-3412,-4064,-16256,147,313,-199
-3308,-4128,-16148,231,122,-137
-3328,-4160,-16200,228,-57,-133
-3296,-4192,-16064,-118,-155,-129
-3324,-3972,-16032,-208,-174,-60
-3368,-3776,-16052,-39,-261,-41
-3384,-3848,-16224,112,-341,0
-3596,-3908,-16208,46,-426,66
-3652,-3988,-16312,106,-272,50
-3572,-4000,-16340,77,-253,151
-3544,-4132,-16444,44,-334,208
-3712,-4268,-16684,-234,-553,142
-3888,-4252,-16676,-86,-271,31
-3860,-4320,-16676,89,-1,-2
-3836,-4360,-16680,120,138,-83
-3652,-4300,-16396,-54,28,-88
-3532,-4252,-16564,-161,58,-124
-3532,-4148,-16432,-236,42,-71
-3520,-3988,-16356,-197,29,12
-3584,-4196,-16384,109,-44,14
-3536,-4256,-16408,-58,-19,-15
-3544,-4252,-16500,-102,7,50
-3480,-4268,-16400,-259,34,56
-3508,-4512,-16464,-61,-192,185
-3604,-4944,-16384,244,-156,205
-3800,-5796,-16296,475,84,234
-3748,-6956,-16016,386,360,202
-3832,-9588,-16000,-614,15,-327
-3816,-10528,-16176,-1394,-361,-820
-4316,-11024,-16516,-1843,-620,-1375
-4508,-12092,-16312,-1849,-379,-2555
-4720,-13220,-15676,-3222,-396,-5251
-4888,-13100,-15180,-3709,-269,-6581
-4844,-13120,-14460,-4085,-70,-7705
-4424,-13072,-13596,-5320,-441,-10060
-4312,-12796,-13216,-5865,-1100,-11198
-4440,-12436,-13088,-6101,-1738,-12838
-5148,-11568,-13408,-6742,-2732,-15414
-5448,-11020,-13572,-7463,-3193,-17169
-5716,-9964,-13916,-8782,-3572,-18550
-6612,-6700,-14320,-10123,-4522,-19562
-6932,-5896,-14220,-9929,-4660,-19635
-7244,-5496,-14040,-9830,-4721,-20067
-7400,-4232,-14256,-9832,-4826,-21841
-7632,-3200,-14472,-9908,-5387,-22734
-8028,-2092,-14756,-9624,-5618,-23314
-8380,-744,-14884,-9791,-5253,-22924
-8416,128,-14864,-9896,-4908,-21925
-8348,332,-14608,-9707,-4629,-21172
-8252,564,-14236,-9195,-4428,-20996
-7808,492,-13880,-8864,-4125,-20793
-7580,656,-13828,-9162,-4229,-21091
-7200,1280,-13512,-9252,-4350,-21458
-6908,2880,-13800,-8330,-5813,-21087
-7124,3560,-13952,-7919,-6231,-20783
-7272,3912,-14224,-7446,-6271,-20241
-7428,4276,-14392,-6872,-6206,-19516
-7324,4776,-15024,-6844,-5850,-17593
-7204,5276,-15384,-7117,-6452,-16530
-7244,5924,-16168,-7136,-7310,-15529
-9152,9632,-20468,-9751,-11088,-15493
-10868,16012,-25396,-13875,-14528,-13526
-11784,20140,-23640,-15235,-14488,-12001
-13972,23512,-24440,-5420,76,2287
-11792,18720,-22024,3276,8748,8057
-8028,11376,-19740,9655,12026,10758
-5476,4488,-17540,12809,11026,10987
-4500,-4564,-15192,11678,6310,6749
-4604,-7100,-14656,7911,5514,4754
-4204,-7240,-14304,4121,5518,2672
-3268,-5796,-13588,1372,4998,1119
-2440,-1692,-13580,-190,2303,-647
-2736,-168,-13672,261,1027,-996
-3304,1196,-14380,387,169,-1224
-3876,3300,-15588,-496,-682,-727
-5004,8556,-17484,-772,-1122,2672
-5436,10236,-18304,-689,-779,5102
-5980,11408,-18240,-318,-382,8385
-6628,11588,-18612,-52,-328,11864
-8760,9384,-19524,1282,363,16738
-9508,8504,-19860,1576,1455,17678
-9816,7948,-19940,2504,2230,17915
-9884,7416,-19640,3957,3191,17654
-9100,5964,-18096,6131,5713,18411
-8464,5304,-17304,5880,5808,19629
-8188,4668,-16700,4867,5782,21243
-8176,4540,-16256,3448,5630,23077
-8396,4336,-15736,1804,5939,26767
-8604,4444,-15584,2731,5777,27226
-9104,3712,-15568,5266,4704,26770
-10280,2292,-15816,8541,3995,25467
-10368,-1452,-16160,10688,5241,22131
-9568,-1952,-15912,9966,5818,21636
-9108,-2252,-15348,9101,5811,22220
-8728,-2792,-14920,8081,5689,22906
-7896,-2988,-14804,6195,4907,23558
-7612,-2676,-14836,7222,4217,23328
-7496,-3072,-15092,9174,3920,22700
-7596,-5184,-15376,12568,4806,20753
-7292,-6420,-15008,12860,5676,19596
-6660,-7324,-14668,12336,6584,18477
-5912,-7984,-13920,11329,6907,17201
-4324,-8464,-13300,9001,5487,15920
-4008,-8992,-13464,8240,4460,15194
-3928,-9292,-13912,7404,3604,14152
-3708,-9364,-14656,7037,3174,11486
-3336,-9296,-14852,6916,3362,10099
-2964,-9108,-14892,6490,3439,9317
-2628,-8996,-14552,6066,3323,8794
-1828,-8796,-14144,5056,2425,7743
-1672,-8800,-14448,4825,1651,7180
-1572,-8944,-14796,4451,1055,6474
-1748,-9064,-15140,3696,770,5800
-1784,-8376,-15872,2469,636,4241
-1912,-7932,-16044,2070,853,3604
-1852,-7364,-15844,1832,1193,3166
-1552,-6980,-15620,1896,1184,2828
-1292,-6584,-15776,1456,11,2224
-1508,-6288,-15896,1169,-383,2174
-1832,-6244,-15996,1143,-542,2075
-2048,-6296,-16136,1111,-574,1832
-2292,-6576,-16108,675,-408,1185
-2208,-6436,-16084,291,-403,814
-2184,-6088,-16248,129,-458,357
-2268,-5728,-16348,164,-541,32
-2192,-5124,-16220,123,-544,-259
-2200,-4820,-16308,140,-653,-302
-2260,-4812,-16452,125,-807,-374
-2416,-4680,-16556,82,-740,-390
-2356,-4548,-17032,-341,-861,-588
-2616,-4244,-17092,-594,-852,-576
-2680,-3976,-17148,-663,-761,-519
-2836,-3904,-17264,-471,-641,-492
-2796,-3852,-17196,-119,-2,-744
