Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-3260,-1560,-16788,114,123,-115
-3252,-1472,-16680,57,17,-92
-3264,-1592,-16560,109,-129,-86
-3296,-1628,-16780,-34,-251,-54
-3332,-1476,-16680,73,-330,-121
-3464,-1540,-16744,253,-250,-185
-3404,-1628,-16680,-50,-173,-112
-3504,-1572,-16800,-69,-231,-153
-3520,-1612,-16824,-113,-234,-136
-3552,-1608,-16960,-133,-220,-154
-3580,-1564,-16952,-52,-254,-141
-3636,-1620,-16972,-13,-214,-122
-3520,-1528,-16972,-92,-226,-113
-3664,-1576,-16940,-42,-153,-116
-3652,-1492,-17052,-227,-25,-166
-3640,-1408,-16988,-178,-94,-176
-3568,-1456,-16932,14,-38,-129
-3624,-1488,-16992,26,-25,-152
-3636,-1468,-16888,-78,55,-26
-3544,-1460,-16844,-216,94,11
-3544,-1352,-16676,-193,15,86
-3428,-1372,-16700,-127,-38,84
-3520,-1496,-16664,-51,-48,70
-3536,-1580,-16728,-166,-140,38
-3540,-1416,-16668,-165,-194,-3
-3616,-1540,-16676,-75,-179,53
-3548,-1528,-16568,-153,-261,20
-3480,-1448,-16736,-174,-368,14
-3588,-1408,-16776,-177,-385,90
-3564,-1372,-16876,-103,-325,87
-3604,-1364,-16892,-73,-160,43
-3492,-1376,-16900,-71,-255,142
-3512,-1408,-16900,-92,-213,136
-3496,-1412,-16888,-95,-185,226
-3612,-1516,-16916,-1,-128,214
-3516,-1636,-16856,-24,68,93
-3436,-1528,-16792,98,36,82
-3580,-1684,-16864,127,67,85
-3500,-1748,-16884,3,138,29
-3432,-1604,-16792,45,176,-29
-3352,-1504,-16560,185,89,-64
-3308,-1556,-16436,150,-18,-50
-3304,-1436,-16332,139,-187,-118
-3268,-1356,-15984,175,-288,-98
-3000,-628,-15672,495,-807,-155
-3132,-248,-15444,803,-1045,-68
-3104,28,-15004,1090,-1204,136
-3008,116,-14248,1316,-1398,294
-2588,148,-13148,1183,-2978,807
-2604,-8,-12368,781,-3977,1204
-2512,12,-11608,795,-4857,1350
-2464,-76,-10632,1114,-5777,1501
-2076,40,-8428,834,-8793,1621
-1820,572,-7288,496,-10986,2030
-2004,972,-6456,108,-13001,2675
-2464,1692,-5504,111,-14708,3346
-3160,2624,-4012,-45,-18720,5078
-3876,2624,-3308,824,-20830,5950
-4476,2344,-2900,1119,-23195,6526
-5248,2660,-2396,2017,-25775,7168
-7892,1872,-2208,3595,-29439,8160
-9220,860,-2268,4196,-31000,8047
-10540,-264,-2772,4532,-32203,7273
-12060,-968,-3436,5203,-32768,6248
-14916,-2068,-3772,9002,-31077,3384
-15396,-2756,-3216,9811,-30214,2624
-15948,-3156,-2844,9009,-30806,2680
-16896,-3588,-2588,7236,-32282,3339
-20192,-4564,-3624,-548,-32768,5794
-21528,-4152,-4228,-4100,-32768,6407
-22748,-3172,-5100,-5674,-32768,6223
-23936,-2732,-5624,-6040,-32768,5705
-25284,-1744,-6784,-6299,-31666,5686
-25648,-1356,-6448,-6224,-30683,5544
-25960,-1344,-6456,-5980,-29876,5862
-25944,-680,-6488,-5417,-29345,5928
-26480,-196,-5860,-3312,-28298,6214
-26252,76,-5548,-1763,-27475,5947
-25960,-148,-5520,232,-27188,5412
-26528,-920,-6204,2194,-26294,4541
-26576,-2052,-7252,2089,-21958,3379
-25872,-1792,-7040,1180,-20269,3193
-25356,-1300,-6592,752,-18490,2979
-24856,-720,-6336,1080,-16654,2622
-23424,-596,-5888,1608,-13751,1883
-22924,-280,-5700,1849,-12691,1533
-22560,-172,-5552,2378,-11612,1250
-22192,-560,-5780,2331,-10382,732
-21864,-668,-5716,871,-6831,472
-20960,-676,-5440,49,-5761,318
-20660,-272,-5096,-227,-4864,-89
-20324,196,-5064,171,-3981,-563
-20100,92,-5060,206,-1937,-1169
-20028,152,-5148,-143,-844,-1247
-19916,312,-5132,-23,71,-1558
-19872,228,-5180,346,792,-1955
-20484,276,-6264,447,2791,-2757
-20744,552,-6676,419,4195,-2790
-20892,616,-6948,585,5800,-2874
-21164,784,-7028,482,7547,-2835
-21472,972,-7496,1910,9950,-2254
-22256,792,-8464,2373,10944,-2399
-23400,728,-9556,3297,12310,-2488
-24540,164,-10492,4292,14599,-2684
-25536,-1664,-10808,4605,19550,-3666
-25924,-2056,-11008,4722,20904,-4273
-26804,-2220,-11208,4852,22793,-4884
-27508,-2432,-11236,4915,24924,-5284
-28724,-3356,-11580,5359,28869,-5566
-29428,-4412,-11316,5512,31638,-6183
-29572,-5424,-11044,5108,32767,-7179
-29276,-5424,-10416,4369,32767,-8243
-27740,-5328,-7596,4381,32767,-10943
-26412,-4960,-6548,4343,32767,-12133
-25452,-4780,-5848,4320,32767,-12802
-24080,-5236,-5232,2439,32767,-12609
-23208,-5864,-5204,831,32767,-12749
-22656,-6156,-5192,-452,32767,-13425
-21536,-6772,-4976,-2386,32767,-14087
-19800,-5892,-5208,-8322,32767,-14104
-18684,-5176,-4516,-11226,32767,-13281
-17124,-4756,-4240,-12996,32767,-12810
-15060,-4704,-4640,-17148,32767,-13020
-13612,-2992,-4412,-19028,31836,-12202
-12140,-856,-4380,-19582,29901,-10937
-10736,708,-4284,-18825,27933,-9423
-8652,2092,-5420,-15611,23874,-7375
-8352,2624,-6120,-12366,22941,-7615
-7768,2376,-6352,-9532,22494,-7951
-6788,2276,-6672,-7369,21619,-7952
-4596,2432,-6696,-6549,19023,-6985
-3320,2976,-6532,-6786,17333,-5822
-1980,3160,-6056,-6988,15098,-4610
-1120,3276,-5972,-7121,12462,-3254
-288,3140,-6616,-5645,7940,-1904
-260,2064,-7824,-4613,6089,-1871
-420,1312,-8960,-4874,4635,-1835
-468,1356,-9644,-5734,3815,-1541
140,2128,-10304,-5471,1591,-723
200,2320,-10712,-4637,611,-286
4,2280,-11400,-3615,-36,44
-80,1940,-11956,-2753,-505,272
-48,1600,-12548,-2133,-1284,269
-972,964,-14816,-2102,-2365,133
-1188,1368,-15132,-2438,-2027,409
-1080,1604,-15456,-2190,-1741,451
-1184,1904,-15624,-1349,-1452,503
-888,1432,-15568,342,-837,694
-644,1208,-15804,462,-1360,872
-696,1096,-16088,444,-1965,1092
