Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
2260,-5316,-16108,20,65,-127
2132,-5320,-16036,-23,42,-118
2196,-5236,-16016,5,77,-104
2200,-5124,-16016,29,13,-104
2236,-5224,-15976,4,-79,-124
2156,-5180,-16004,95,-121,-105
2116,-5404,-16140,88,-75,-124
2132,-5360,-16140,-34,-63,-103
2152,-5252,-16020,98,-29,-113
2140,-5360,-16040,198,-142,-135
2168,-5488,-16160,67,-245,-144
1924,-5372,-16296,8,-90,-155
1952,-5384,-16228,108,-6,-214
2000,-5400,-16380,66,-2,-241
1964,-5376,-16248,-47,34,-268
2084,-5216,-16148,16,82,-299
2020,-5276,-16244,-11,5,-208
1976,-5232,-16188,-133,26,-147
2064,-5100,-16092,6,77,-162
2032,-5180,-16092,45,25,-140
2052,-5232,-16112,-35,19,-130
2052,-5016,-15956,-64,109,-58
2156,-5156,-16024,28,36,-29
2096,-5296,-16124,-35,4,-38
2076,-5200,-16152,-116,-15,-66
2060,-5136,-16028,-27,19,-51
2244,-4780,-15740,140,83,-53
2280,-4872,-15512,195,18,52
2364,-5040,-15412,-54,-185,248
2460,-5116,-15144,-316,-463,315
2524,-5156,-14804,-539,-813,284
2456,-5020,-14396,-1141,-1719,340
2448,-4864,-14252,-1592,-2162,421
2604,-4480,-13596,-1967,-2687,446
2720,-4024,-13152,-2365,-3482,630
2692,-2376,-12432,-3008,-5323,1028
2776,-1276,-11780,-2797,-6117,1318
2784,-564,-10968,-2419,-7158,1903
2904,280,-9956,-2033,-8283,2526
2956,740,-8460,-1697,-12154,4275
2576,1328,-7348,-2210,-14108,5479
2288,1576,-6980,-2374,-16210,6716
1872,1608,-6008,-2577,-18512,7583
756,2280,-4512,-1572,-23586,8912
-96,2564,-4012,-681,-26546,9608
-1128,2588,-3772,191,-30147,10349
-2704,2176,-4096,1209,-32768,11133
-8164,208,-5584,6436,-32768,10199
-10780,-2292,-7344,8698,-32768,9650
-12348,-5056,-8568,8047,-32768,9243
-13552,-7008,-9628,4379,-32768,8759
-15212,-4236,-10072,1914,-32768,7895
-16016,-2520,-9904,3896,-32768,8147
-16344,-2436,-8860,5666,-32768,9160
-15944,-2772,-7104,7089,-32768,10752
-16356,-5092,-4192,7163,-32768,13059
-17204,-6296,-2904,6455,-32768,13719
-18488,-7760,-2664,5507,-32768,13762
-19488,-7672,-2696,3144,-32768,13369
-21240,-5860,-2460,1240,-32768,13040
-21816,-5444,-1972,801,-32768,13050
-21656,-4872,-1236,54,-32768,13107
-21516,-4052,1420,-1018,-32768,12216
-22104,-3280,2052,-679,-32768,12437
-22812,-3192,1948,-371,-32768,12101
-23460,-3120,2044,-899,-32768,11632
-25192,-3004,920,-134,-32768,10094
-26280,-2896,-20,-1002,-32768,9422
-26432,-2300,-512,-2363,-30430,9420
-26076,-1388,-396,-3218,-27941,9425
-25640,-176,-88,-2821,-23756,8750
-25308,520,60,-2170,-22256,8357
-25312,856,160,-1004,-21013,7960
-25268,1148,-56,442,-19440,7662
-25108,736,-580,2216,-16647,7128
-25008,448,-908,3292,-14385,6352
